# time x y z qx qy qz qw
1.413393212255760431e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.413393212305760384e+09 8.234936899999999310e-06 -3.820144699999999840e-04 4.329698300000000423e-06 1.428820899999999963e-02 -7.977008300000000274e-01 1.327068999999999948e-03 6.028826299999999749e-01
1.413393212355760574e+09 7.186994399999999475e-05 -1.346298099999999930e-03 -2.111608999999999860e-05 1.264672499999999929e-02 -7.973716800000000271e-01 2.622180600000000202e-03 6.033503099999999453e-01
1.413393212405760527e+09 1.768306300000000027e-04 -2.769329799999999901e-03 -9.175884600000000567e-05 1.096439599999999952e-02 -7.970429700000000173e-01 3.840037299999999806e-03 6.038108500000000101e-01
1.413393212455760479e+09 4.324323199999999777e-04 -4.595969999999999570e-03 -1.880476000000000120e-04 9.226774199999999287e-03 -7.967221399999999676e-01 5.048230199999999973e-03 6.042542600000000430e-01
1.413393212505760431e+09 8.051982599999999617e-04 -6.689318500000000257e-03 -3.053888200000000005e-04 7.589485499999999718e-03 -7.963744799999999957e-01 6.331615799999999912e-03 6.047230700000000292e-01
1.413393212555760384e+09 5.084948899999999815e-05 -3.525747200000000151e-03 3.579417699999999799e-04 5.871934400000000448e-04 -7.971722399999999764e-01 1.464481899999999989e-02 6.035740299999999836e-01
1.413393212605760574e+09 1.789252000000000128e-04 -2.095762799999999985e-03 3.528024599999999926e-04 7.642814399999999647e-03 -7.976525100000000368e-01 4.232742700000000080e-03 6.030540100000000292e-01
1.413393212655760527e+09 1.581531399999999980e-04 -2.208368100000000084e-03 4.017677599999999760e-04 3.369948299999999883e-03 -7.973597199999999940e-01 8.699067700000000236e-03 6.034322199999999636e-01
1.413393212705760479e+09 1.112841799999999995e-04 -2.186994199999999899e-03 4.021204099999999937e-04 1.664899999999999974e-03 -7.977803399999999767e-01 1.006787999999999954e-02 6.028618399999999822e-01
1.413393212755760431e+09 1.302522700000000044e-04 -2.297087499999999911e-03 3.460884100000000260e-04 8.917706900000000160e-04 -7.975754699999999531e-01 1.006314999999999987e-02 6.031345700000000365e-01
1.413393212805760384e+09 1.054674500000000027e-04 -2.338749299999999878e-03 3.415287600000000128e-04 -4.028362700000000089e-04 -7.973209300000000388e-01 1.076178099999999978e-02 6.034594800000000481e-01
1.413393212855760574e+09 7.971176500000000235e-05 -2.513345399999999865e-03 3.576124400000000214e-04 -1.346138200000000047e-03 -7.971592499999999859e-01 1.097854099999999965e-02 6.036677900000000374e-01
1.413393212905760527e+09 7.672489900000000525e-05 -2.593058300000000184e-03 3.981871300000000102e-04 -2.393889000000000173e-03 -7.969729399999999631e-01 1.119053599999999919e-02 6.039065999999999601e-01
1.413393212955760479e+09 3.534665200000000027e-05 -2.634342799999999860e-03 3.793111600000000257e-04 -3.387116400000000048e-03 -7.968614499999999712e-01 1.156297300000000070e-02 6.040419299999999492e-01
1.413393213005760431e+09 -4.071877300000000168e-06 -2.746401199999999945e-03 3.695422699999999987e-04 -3.915807799999999721e-03 -7.968424499999999799e-01 1.123832500000000040e-02 6.040699299999999772e-01
1.413393213055760384e+09 1.810145200000000146e-05 -2.784164600000000201e-03 3.689097700000000144e-04 -4.519090499999999649e-03 -7.967248700000000294e-01 1.098677200000000055e-02 6.042254099999999628e-01
1.413393213105760574e+09 3.933750500000000107e-05 -2.811307099999999903e-03 4.259587700000000031e-04 -4.977895399999999679e-03 -7.966292999999999846e-01 1.066351599999999962e-02 6.043535899999999961e-01
1.413393213155760527e+09 4.120305599999999821e-05 -2.878170399999999910e-03 4.135231799999999902e-04 -5.212328399999999716e-03 -7.966092000000000173e-01 9.941558799999999918e-03 6.043904199999999838e-01
1.413393213205760479e+09 2.072930800000000011e-05 -2.946071000000000193e-03 4.311002099999999902e-04 -5.531641799999999741e-03 -7.966380499999999865e-01 9.212948800000000590e-03 6.043610999999999844e-01
1.413393213255760431e+09 -2.270616500000000048e-06 -2.941318300000000160e-03 3.602055999999999856e-04 -5.880052299999999864e-03 -7.967194600000000460e-01 8.605927500000000799e-03 6.042594300000000418e-01
1.413393213305760384e+09 6.520363900000000200e-06 -2.916999500000000151e-03 3.718768500000000071e-04 -6.230423900000000431e-03 -7.966977699999999718e-01 8.165364600000000680e-03 6.042906399999999900e-01
