# time x y z qx qy qz qw
1.403637130538319111e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.403637130588319063e+09 -1.529686900000000026e-03 -1.220487100000000033e-04 -2.167535300000000050e-03 -6.587956699999999999e-02 -7.867427000000000170e-01 1.476889699999999915e-03 6.137537100000000079e-01
1.403637130638319016e+09 -1.776689099999999950e-03 -4.541441699999999924e-04 -2.619346299999999930e-03 -6.500855499999999565e-02 -7.850057700000000471e-01 1.375057700000000081e-03 6.160665100000000116e-01
1.403637130688318968e+09 -1.447237600000000077e-03 3.794002499999999832e-04 -1.762054899999999967e-03 -6.572176899999999933e-02 -7.863215700000000252e-01 1.442998000000000024e-03 6.143101499999999993e-01
1.403637130738318920e+09 -1.210136099999999928e-03 3.433386800000000001e-06 -8.672788800000000341e-04 -6.269451600000000568e-02 -7.886201200000000355e-01 -2.738291199999999970e-03 6.116700200000000365e-01
1.403637130788319111e+09 -2.368593299999999994e-04 7.191573200000000218e-04 -7.602677900000000049e-04 -6.450606799999999974e-02 -7.870859999999999523e-01 -4.520407600000000145e-04 6.134609899999999838e-01
1.403637130838319063e+09 -1.534971099999999917e-04 5.859935500000000097e-04 -6.871286600000000308e-04 -6.106381500000000045e-02 -7.871727099999999977e-01 -4.561591099999999857e-03 6.136852000000000418e-01
1.403637130888319016e+09 8.146035700000000602e-05 3.542383100000000003e-04 -6.368837599999999793e-04 -6.082691300000000328e-02 -7.879014800000000429e-01 -4.902201499999999865e-03 6.127702000000000426e-01
1.403637130938318968e+09 -3.858584999999999988e-04 -5.354344099999999848e-04 -4.866380300000000005e-04 -5.917445600000000028e-02 -7.887847000000000053e-01 -7.039795599999999938e-03 6.117740699999999476e-01
1.403637130988318920e+09 -6.225815199999999629e-04 -2.401513300000000079e-04 -2.368201400000000091e-04 -5.990424899999999969e-02 -7.892035800000000156e-01 -6.225661900000000262e-03 6.111713600000000524e-01
1.403637131038319111e+09 9.588471999999999411e-07 5.779940400000000257e-04 -1.507685499999999882e-04 -6.102220399999999656e-02 -7.889212399999999681e-01 -5.115756499999999686e-03 6.114355200000000101e-01
1.403637131088319063e+09 -2.613446900000000045e-04 1.553927400000000006e-03 1.613734000000000023e-04 -6.103428899999999852e-02 -7.889592600000000511e-01 -4.780642100000000345e-03 6.113879700000000028e-01
