# time x y z qx qy qz qw
1.413393889255760431e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.413393889305760384e+09 -4.106316299999999823e-04 4.416526399999999965e-04 -2.776186700000000170e-03 -5.878986699999999913e-03 -8.058516300000000410e-01 -5.029392900000000241e-04 5.920881099999999453e-01
1.413393889355760574e+09 1.193773499999999923e-03 3.997459400000000218e-03 -5.051259899999999657e-03 -6.398888400000000282e-03 -8.016924100000000220e-01 4.043797899999999998e-04 5.977024100000000173e-01
1.413393889405760527e+09 3.343071600000000181e-03 8.747403200000000018e-03 -6.594718999999999755e-03 -6.774728500000000431e-03 -8.011663700000000166e-01 1.628234000000000105e-03 5.984011099999999583e-01
1.413393889455760479e+09 5.698655900000000260e-03 1.128513899999999959e-02 -7.433239300000000008e-03 -7.155404899999999631e-03 -8.055324999999999847e-01 1.793155799999999892e-03 5.925056699999999843e-01
1.413393889505760431e+09 7.271363599999999643e-03 1.139643400000000042e-02 -9.382967699999999675e-03 -8.187491499999999603e-03 -8.065058099999999897e-01 2.677212600000000199e-03 5.911634000000000055e-01
1.413393889555760384e+09 8.803078199999999839e-03 1.179852200000000052e-02 -1.073651200000000014e-02 -9.746255800000000816e-03 -8.098403100000000077e-01 3.922440999999999602e-03 5.865563099999999697e-01
1.413393889605760574e+09 8.324336800000000161e-03 9.820080099999999729e-03 -7.586741299999999813e-03 -1.085764799999999926e-02 -8.151589599999999880e-01 3.542013799999999945e-03 5.791247200000000372e-01
1.413393889655760527e+09 8.491951600000000391e-03 8.452206500000000039e-03 -3.860423999999999887e-03 -9.397465500000000416e-03 -8.198572100000000029e-01 -1.516803099999999979e-03 5.724888999999999672e-01
1.413393889705760479e+09 9.331313000000000801e-03 8.661701000000000816e-03 1.429487600000000106e-03 -6.988116499999999683e-03 -8.220138700000000354e-01 -7.142065300000000061e-03 5.693797999999999915e-01
1.413393889755760431e+09 8.641041400000000483e-03 9.622669699999999299e-03 8.659097299999999817e-03 -4.570428100000000111e-03 -8.266835099999999548e-01 -1.222374499999999940e-02 5.625158300000000500e-01
1.413393889805760384e+09 6.878876600000000119e-03 1.025101200000000032e-02 1.971466499999999927e-02 -3.006060200000000137e-03 -8.286642600000000414e-01 -1.623736400000000066e-02 5.595023300000000477e-01
1.413393889855760574e+09 4.039565400000000306e-03 1.113896999999999977e-02 3.648525600000000063e-02 -5.906333099999999756e-04 -8.300717199999999574e-01 -2.066006199999999987e-02 5.572734900000000380e-01
1.413393889905760527e+09 7.182755600000000290e-04 1.231371000000000028e-02 5.987908100000000067e-02 3.406157899999999808e-03 -8.295779800000000481e-01 -2.643409500000000120e-02 5.577544300000000232e-01
