# time x y z qx qy qz qw
1.413394881605760574e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.413394881655760527e+09 6.102752900000000006e-04 1.129310199999999974e-03 -2.320429199999999789e-03 -1.233950999999999971e-02 -7.953015199999999840e-01 6.588548000000000061e-04 6.060881099999999577e-01
1.413394881705760479e+09 1.155630799999999994e-03 1.322878999999999895e-03 -3.377211099999999789e-03 -1.167343300000000042e-02 -7.844516499999999448e-01 3.791002899999999787e-04 6.200799999999999645e-01
1.413394881755760431e+09 1.297727100000000073e-03 1.261762600000000028e-03 -2.376257200000000177e-03 -1.156473300000000065e-02 -7.950487400000000315e-01 1.750222200000000076e-04 6.064352600000000315e-01
1.413394881805760384e+09 9.057709999999999850e-04 7.590742199999999783e-04 -1.779123000000000076e-03 -8.335818300000000583e-03 -7.971847199999999578e-01 -4.297257399999999776e-03 6.036626200000000386e-01
1.413394881855760574e+09 6.825216600000000257e-04 4.744042500000000243e-04 -1.455690099999999969e-03 -8.702836400000000389e-03 -7.985576199999999680e-01 -3.756436599999999921e-03 6.018437300000000212e-01
1.413394881905760527e+09 3.128474400000000257e-04 1.845811500000000107e-04 -8.240425199999999641e-04 -8.770262200000000091e-03 -7.989816299999999982e-01 -3.823042000000000020e-03 6.012793199999999505e-01
1.413394881955760479e+09 8.001556299999999886e-05 9.217725799999999423e-05 -3.855278500000000022e-04 -9.523401900000000656e-03 -7.987709200000000509e-01 -2.692762599999999791e-03 6.015538799999999853e-01
1.413394882005760431e+09 2.087900700000000032e-05 -6.894330399999999866e-05 -3.583386300000000139e-05 -9.215619099999999148e-03 -7.984360700000000532e-01 -3.403624599999999830e-03 6.019994499999999915e-01
1.413394882055760384e+09 1.115501299999999965e-04 -1.076681799999999989e-04 2.634488000000000042e-04 -9.421821599999999700e-03 -7.980401799999999879e-01 -3.027824100000000174e-03 6.025229699999999911e-01
1.413394882105760574e+09 -7.353656599999999690e-05 -1.964496800000000093e-04 2.513867800000000089e-04 -9.452283599999999897e-03 -7.980886900000000450e-01 -3.317155200000000085e-03 6.024567100000000064e-01
1.413394882155760527e+09 -2.319665500000000059e-04 -2.436533000000000004e-04 2.202685499999999970e-04 -9.765875499999999987e-03 -7.983369599999999844e-01 -3.083960699999999978e-03 6.021239299999999739e-01
1.413394882205760479e+09 -3.565084900000000030e-04 -2.880081199999999790e-04 2.928230900000000181e-04 -9.874643599999999993e-03 -7.983578900000000145e-01 -3.022200100000000094e-03 6.020947100000000329e-01
1.413394882255760431e+09 -4.942171699999999999e-04 -2.930896599999999771e-04 4.060263899999999918e-04 -9.899496400000000820e-03 -7.983601799999999749e-01 -2.758250099999999885e-03 6.020925299999999591e-01
